,census_code,label
5337,B08134_106E,Estimate!!Total:!!Walked:!!25 to 29 minutes
5338,B19129_006E,"Estimate!!Aggregate family income in the past 12 months (in 2019 inflation-adjusted dollars):!!3 or more workers, both spouses worked (dollars)"
5339,B08134_101E,Estimate!!Total:!!Walked:
5340,B19129_007E,"Estimate!!Aggregate family income in the past 12 months (in 2019 inflation-adjusted dollars):!!3 or more workers, other (dollars)"
5341,B19129_005E,"Estimate!!Aggregate family income in the past 12 months (in 2019 inflation-adjusted dollars):!!2 workers, other (dollars)"
5342,B11002H_010E,"Estimate!!Total:!!In family households:!!In female householder, no spouse present, family:!!Relatives"
5343,B08134_100E,Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail or Ferryboat:!!60 or more minutes
5344,B19129_004E,"Estimate!!Aggregate family income in the past 12 months (in 2019 inflation-adjusted dollars):!!2 workers, both spouses worked (dollars)"
5345,B08134_103E,Estimate!!Total:!!Walked:!!10 to 14 minutes
5346,B19129_003E,Estimate!!Aggregate family income in the past 12 months (in 2019 inflation-adjusted dollars):!!1 worker (dollars)
5347,B08134_102E,Estimate!!Total:!!Walked:!!Less than 10 minutes
5348,B04006_107E,Estimate!!Total:!!Yugoslavian
5349,B25026_013E,Estimate!!Total population in occupied housing units:!!Renter occupied:!!Moved in 2000 to 2009
5350,B16004_006E,"Estimate!!Total:!!5 to 17 years:!!Speak Spanish:!!Speak English ""well"""
5351,C27017_049E,Estimate!!Total:!!4.00 of poverty threshold and over:!!65 years and over:
5352,B19001F_017E,"Estimate!!Total:!!$200,000 or more"
5353,C21001C_015E,Estimate!!Total:!!Female:!!65 years and over:!!Nonveteran
5354,B04006_106E,Estimate!!Total:!!West Indian (except Hispanic groups):!!Other West Indian
5355,B25026_012E,Estimate!!Total population in occupied housing units:!!Renter occupied:!!Moved in 2010 to 2014
5356,B16004_005E,"Estimate!!Total:!!5 to 17 years:!!Speak Spanish:!!Speak English ""very well"""
5357,B25026_015E,Estimate!!Total population in occupied housing units:!!Renter occupied:!!Moved in 1989 or earlier
5358,B19001F_015E,"Estimate!!Total:!!$125,000 to $149,999"
5359,C21001C_014E,Estimate!!Total:!!Female:!!65 years and over:!!Veteran
5360,B04006_105E,Estimate!!Total:!!West Indian (except Hispanic groups):!!West Indian
5361,B16004_004E,Estimate!!Total:!!5 to 17 years:!!Speak Spanish:
5362,B08134_111E,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means:"
5363,C27017_047E,Estimate!!Total:!!4.00 of poverty threshold and over:!!19 to 64 years:!!With private health insurance
5364,B16004_003E,Estimate!!Total:!!5 to 17 years:!!Speak only English
5365,B19001F_016E,"Estimate!!Total:!!$150,000 to $199,999"
5366,B25026_014E,Estimate!!Total population in occupied housing units:!!Renter occupied:!!Moved in 1990 to 1999
5367,C21001C_013E,Estimate!!Total:!!Female:!!65 years and over:
5368,B04006_104E,Estimate!!Total:!!West Indian (except Hispanic groups):!!U.S. Virgin Islander
5369,C23002F_001E,Estimate!!Total:
5370,B08134_110E,Estimate!!Total:!!Walked:!!60 or more minutes
5371,B04006_103E,Estimate!!Total:!!West Indian (except Hispanic groups):!!Trinidadian and Tobagonian
5372,C27017_048E,Estimate!!Total:!!4.00 of poverty threshold and over:!!19 to 64 years:!!No private health insurance
5373,B16004_002E,Estimate!!Total:!!5 to 17 years:
5374,C21001C_012E,Estimate!!Total:!!Female:!!18 to 64 years:!!Nonveteran
5375,B19001F_013E,"Estimate!!Total:!!$75,000 to $99,999"
5376,C21001C_011E,Estimate!!Total:!!Female:!!18 to 64 years:!!Veteran
5377,B19001F_014E,"Estimate!!Total:!!$100,000 to $124,999"
5378,B16004_001E,Estimate!!Total:
5379,C21001C_010E,Estimate!!Total:!!Female:!!18 to 64 years:
5380,B19001F_011E,"Estimate!!Total:!!$50,000 to $59,999"
5381,B04006_109E,Estimate!!Total:!!Unclassified or not reported
5382,B19001F_012E,"Estimate!!Total:!!$60,000 to $74,999"
5383,B04006_108E,Estimate!!Total:!!Other groups
5384,B12503_006E,Estimate!!Total:!!Male:!!Ever married:!!Not divorced last year
5385,B19001F_010E,"Estimate!!Total:!!$45,000 to $49,999"
5386,B24124_200E,Estimate!!Total:!!Dietitians and nutritionists
5387,B12503_007E,Estimate!!Total:!!Female:
5388,B12503_008E,Estimate!!Total:!!Female:!!Never married
5389,B12503_009E,Estimate!!Total:!!Female:!!Ever married:
5390,B24124_204E,Estimate!!Total:!!Radiologists
5391,B24124_203E,Estimate!!Total:!!Emergency medicine physicians
5392,B12503_002E,Estimate!!Total:!!Male:
5393,B26208_019E,Estimate!!Total:!!Group quarters population:!!Population 18 to 64 years:
5394,B04006_102E,Estimate!!Total:!!West Indian (except Hispanic groups):!!Jamaican
5395,B24124_205E,Estimate!!Total:!!Other physicians
5396,B12503_003E,Estimate!!Total:!!Male:!!Never married
5397,B04006_101E,Estimate!!Total:!!West Indian (except Hispanic groups):!!Haitian
5398,B24124_201E,Estimate!!Total:!!Optometrists
5399,B16004_009E,Estimate!!Total:!!5 to 17 years:!!Speak other Indo-European languages:
5400,B26208_017E,Estimate!!Total:!!Group quarters population:!!Population under 18 years:!!With a disability
5401,B12503_004E,Estimate!!Total:!!Male:!!Ever married:
5402,B04006_100E,Estimate!!Total:!!West Indian (except Hispanic groups):!!Dutch West Indian
5403,B16004_007E,"Estimate!!Total:!!5 to 17 years:!!Speak Spanish:!!Speak English ""not well"""
5404,B24124_202E,Estimate!!Total:!!Pharmacists
5405,B16004_008E,"Estimate!!Total:!!5 to 17 years:!!Speak Spanish:!!Speak English ""not at all"""
5406,B26208_018E,Estimate!!Total:!!Group quarters population:!!Population under 18 years:!!No disability
5407,B12503_005E,Estimate!!Total:!!Male:!!Ever married:!!Divorced last year
5408,B24124_208E,Estimate!!Total:!!Podiatrists
5409,B26208_027E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!No disability
5410,B24124_209E,Estimate!!Total:!!Audiologists
5411,B26208_028E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Population under 18 years:
5412,B24125_040E,Estimate!!Total:!!Compliance officers
5413,B24124_206E,Estimate!!Total:!!Surgeons
5414,B26208_025E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:
5415,B24124_207E,Estimate!!Total:!!Physician assistants
5416,B24125_041E,Estimate!!Total:!!Cost estimators
5417,B26208_026E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!With a disability
5418,B12503_001E,Estimate!!Total:
5419,B26208_022E,Estimate!!Total:!!Group quarters population:!!Population 65 years and over:
5420,B24125_042E,Estimate!!Total:!!Human resources workers
5421,B26208_023E,Estimate!!Total:!!Group quarters population:!!Population 65 years and over:!!With a disability
5422,B24125_043E,"Estimate!!Total:!!Compensation, benefits, and job analysis specialists"
5423,B26208_024E,Estimate!!Total:!!Group quarters population:!!Population 65 years and over:!!No disability
5424,B26208_020E,Estimate!!Total:!!Group quarters population:!!Population 18 to 64 years:!!With a disability
5425,B24125_044E,Estimate!!Total:!!Training and development specialists
5426,B26208_021E,Estimate!!Total:!!Group quarters population:!!Population 18 to 64 years:!!No disability
5427,B24125_045E,Estimate!!Total:!!Logisticians
5428,B24125_046E,Estimate!!Total:!!Project management specialists
5429,C27017_041E,Estimate!!Total:!!2.00 to 3.99 of poverty threshold:!!65 years and over:!!No private health insurance
5430,B08134_117E,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!30 to 34 minutes"
5431,B24125_047E,Estimate!!Total:!!Management analysts
5432,C27017_042E,Estimate!!Total:!!4.00 of poverty threshold and over:
5433,B08134_116E,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!25 to 29 minutes"
5434,B24125_048E,"Estimate!!Total:!!Meeting, convention, and event planners"
5435,B24125_049E,Estimate!!Total:!!Fundraisers
5436,B08134_119E,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!45 to 59 minutes"
5437,C27017_040E,Estimate!!Total:!!2.00 to 3.99 of poverty threshold:!!65 years and over:!!With private health insurance
5438,B08134_118E,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!35 to 44 minutes"
5439,B08134_113E,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!10 to 14 minutes"
5440,C27017_045E,Estimate!!Total:!!4.00 of poverty threshold and over:!!Under 19 years:!!No private health insurance
5441,B19001F_009E,"Estimate!!Total:!!$40,000 to $44,999"
5442,B08134_112E,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!Less than 10 minutes"
5443,C27017_046E,Estimate!!Total:!!4.00 of poverty threshold and over:!!19 to 64 years:
5444,C27017_043E,Estimate!!Total:!!4.00 of poverty threshold and over:!!Under 19 years:
5445,B19001F_007E,"Estimate!!Total:!!$30,000 to $34,999"
5446,B08134_115E,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!20 to 24 minutes"
5447,B08134_114E,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!15 to 19 minutes"
5448,C27017_044E,Estimate!!Total:!!4.00 of poverty threshold and over:!!Under 19 years:!!With private health insurance
5449,B19001F_008E,"Estimate!!Total:!!$35,000 to $39,999"
5450,B25026_001E,Estimate!!Total population in occupied housing units:
5451,B26105_012E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities:!!College or graduate school
5452,B24124_275E,Estimate!!Total:!!Transportation security screeners
5453,B26105_013E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:
5454,B24124_276E,Estimate!!Total:!!School bus monitors
5455,B26105_010E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities:
5456,B25026_003E,Estimate!!Total population in occupied housing units:!!Owner occupied:!!Moved in 2017 or later
5457,B07009_036E,Estimate!!Total:!!Moved from abroad:!!Graduate or professional degree
5458,B24124_273E,Estimate!!Total:!!Security guards and gambling surveillance officers
5459,B26105_011E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Adult correctional facilities:!!Nursery school through 12th grade
5460,B25026_002E,Estimate!!Total population in occupied housing units:!!Owner occupied:
5461,B07009_035E,Estimate!!Total:!!Moved from abroad:!!Bachelor's degree
5462,B24124_274E,Estimate!!Total:!!Crossing guards and flaggers
5463,B25026_005E,Estimate!!Total population in occupied housing units:!!Owner occupied:!!Moved in 2010 to 2014
5464,B24124_279E,Estimate!!Total:!!First-line supervisors of food preparation and serving workers
5465,B25026_006E,Estimate!!Total population in occupied housing units:!!Owner occupied:!!Moved in 2000 to 2009
5466,B25026_004E,Estimate!!Total population in occupied housing units:!!Owner occupied:!!Moved in 2015 to 2016
5467,B24123_429E,"Estimate!!Total:!!Excavating and loading machine and dragline operators, surface mining"
5468,B24124_277E,Estimate!!Total:!!Other protective service workers
5469,B25026_008E,Estimate!!Total population in occupied housing units:!!Owner occupied:!!Moved in 1989 or earlier
5470,B24124_278E,Estimate!!Total:!!Chefs and head cooks
5471,B25026_007E,Estimate!!Total population in occupied housing units:!!Owner occupied:!!Moved in 1990 to 1999
5472,B24116_434E,Estimate!!Total:!!Other extraction workers
5473,B07009_030E,Estimate!!Total:!!Moved from different state:!!Graduate or professional degree
5474,B25058_001E,Estimate!!Median contract rent
5475,B24116_435E,"Estimate!!Total:!!First-line supervisors of mechanics, installers, and repairers"
5476,B25026_009E,Estimate!!Total population in occupied housing units:!!Renter occupied:
5477,B24116_432E,Estimate!!Total:!!Underground mining machine operators
5478,B26105_019E,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College/university student housing:
5479,B24116_431E,"Estimate!!Total:!!Explosives workers, ordnance handling experts, and blasters"
5480,B24116_433E,"Estimate!!Total:!!Roustabouts, oil and gas"
5481,B07009_034E,Estimate!!Total:!!Moved from abroad:!!Some college or associate's degree
5482,B19037A_021E,"Estimate!!Total:!!Householder 25 to 44 years:!!$10,000 to $14,999"
5483,B27001_031E,Estimate!!Total:!!Female:!!Under 6 years:
5484,B26105_017E,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!Nursery school through 12th grade
5485,B07009_033E,Estimate!!Total:!!Moved from abroad:!!High school graduate (includes equivalency)
5486,B19037A_022E,"Estimate!!Total:!!Householder 25 to 44 years:!!$15,000 to $19,999"
5487,B26105_018E,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:!!College or graduate school
5488,B24116_430E,"Estimate!!Total:!!Earth drillers, except oil and gas"
5489,B27001_032E,Estimate!!Total:!!Female:!!Under 6 years:!!With health insurance coverage
5490,B26105_014E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!Nursery school through 12th grade
5491,B07009_032E,Estimate!!Total:!!Moved from abroad:!!Less than high school graduate
5492,B26105_015E,Estimate!!Total:!!Group quarters population:!!Institutionalized group quarters population:!!Nursing facilities/skilled nursing facilities:!!College or graduate school
5493,B07009_031E,Estimate!!Total:!!Moved from abroad:
5494,B19037A_020E,"Estimate!!Total:!!Householder 25 to 44 years:!!Less than $10,000"
5495,B27001_030E,Estimate!!Total:!!Female:
5496,B26105_016E,Estimate!!Total:!!Group quarters population:!!Noninstitutionalized group quarters population:
5497,B19037A_025E,"Estimate!!Total:!!Householder 25 to 44 years:!!$30,000 to $34,999"
5498,B27001_023E,Estimate!!Total:!!Male:!!55 to 64 years:!!No health insurance coverage
5499,B19037A_026E,"Estimate!!Total:!!Householder 25 to 44 years:!!$35,000 to $39,999"
5500,B27001_024E,Estimate!!Total:!!Male:!!65 to 74 years:
5501,B24116_428E,"Estimate!!Total:!!Derrick, rotary drill, and service unit operators, oil and gas"
5502,B19037A_023E,"Estimate!!Total:!!Householder 25 to 44 years:!!$20,000 to $24,999"
5503,B27001_021E,Estimate!!Total:!!Male:!!55 to 64 years:
5504,B19037A_024E,"Estimate!!Total:!!Householder 25 to 44 years:!!$25,000 to $29,999"
5505,B24116_429E,"Estimate!!Total:!!Excavating and loading machine and dragline operators, surface mining"
5506,B27001_022E,Estimate!!Total:!!Male:!!55 to 64 years:!!With health insurance coverage
5507,B24116_426E,Estimate!!Total:!!Septic tank servicers and sewer pipe cleaners
5508,B19037A_029E,"Estimate!!Total:!!Householder 25 to 44 years:!!$50,000 to $59,999"
5509,B27001_027E,Estimate!!Total:!!Male:!!75 years and over:
5510,B24116_427E,Estimate!!Total:!!Miscellaneous construction and related workers
5511,B27001_028E,Estimate!!Total:!!Male:!!75 years and over:!!With health insurance coverage
5512,B24116_424E,Estimate!!Total:!!Highway maintenance workers
5513,B19037A_027E,"Estimate!!Total:!!Householder 25 to 44 years:!!$40,000 to $44,999"
